,nome,ratio,genero_real,genero_predito_SVM,genero_predito_CNN,genero_predito_BiLSTM
35747,herialdo,1.0,M,M,1,1
23832,elildo,1.0,M,M,1,1
99455,angieli,1.0,F,F,1,1
50637,landro,1.0,M,M,1,1
95947,valdesom,1.0,M,M,1,1
36619,huana,1.0,F,F,1,1
79352,vaildes,1.0,F,F,1,1
26249,erissandra,1.0,F,F,1,1
95933,dolzira,1.0,F,F,0,1
76727,tallyson,1.0,M,M,1,1
33562,gleciana,1.0,F,F,1,1
12849,claudiro,1.0,M,M,1,1
24008,eliosmar,1.0,M,M,0,1
1289,adiceu,1.0,M,M,1,1
44951,jonata,0.9839548225170311,M,F,1,1
83408,wenceslau,1.0,M,M,1,1
69900,ritielly,1.0,F,F,0,1
85894,ageno,1.0,M,M,1,1
41811,janui,1.0,M,M,1,1
22206,edne,0.6760925449871465,F,F,1,1
32982,girleudo,1.0,M,M,1,1
34889,harlisson,1.0,M,M,1,1
91194,alafi,1.0,M,M,1,1
97505,eidineia,1.0,F,F,1,1
61707,natcha,1.0,F,F,1,1
78726,uandersson,1.0,M,M,1,1
70807,roneli,0.5054945054945055,M,F,0,1
17961,deuson,1.0,M,M,1,1
56901,margari,1.0,F,F,1,1
70297,rodeilson,1.0,M,M,1,1
71760,rosivania,0.9942222222222222,F,F,1,1
50190,kristiane,1.0,F,F,1,1
86092,silar,1.0,F,M,1,1
56458,marajane,1.0,F,F,1,1
20256,dorvair,1.0,M,M,0,1
39863,ivanese,1.0,F,F,1,1
5366,amurabi,1.0,M,M,1,1
35081,hedio,1.0,M,M,1,1
56884,marfran,1.0,M,M,1,1
80770,vanderluci,0.8302583025830258,F,F,1,1
52660,licelma,1.0,F,F,1,1
46413,joviniana,1.0,F,F,0,1
94014,marieusa,1.0,F,F,1,1
88746,silvaana,1.0,F,F,1,1
31562,germeson,1.0,M,M,1,1
42193,jassimara,1.0,F,F,1,1
83724,westerlei,1.0,M,M,1,1
34465,guilha,1.0,F,F,1,1
95015,kleston,1.0,M,M,1,1
89111,jeisilane,1.0,F,F,1,1
64941,olavio,1.0,M,M,1,1
71627,rosimaro,1.0,M,M,1,1
67567,rager,1.0,M,M,1,1
6897,aracati,1.0,M,M,1,1
92782,adoilton,1.0,M,M,1,1
23461,elianaide,1.0,F,F,1,1
67800,raiomara,1.0,F,F,1,1
42359,jeanne,1.0,F,F,1,1
36142,hideko,1.0,F,F,1,1
100765,jhuam,1.0,M,M,1,1
84714,yasmim,0.9954016271165588,F,F,1,1
10445,candice,1.0,F,F,1,1
99526,lisangelo,1.0,M,M,1,1
56992,mariaurea,1.0,F,F,1,1
49412,kete,1.0,F,F,1,1
23299,eleonilson,1.0,M,M,1,1
36983,ibiapino,1.0,M,M,1,1
80134,valdri,1.0,M,M,0,1
97453,osanilda,1.0,F,F,1,1
81823,vilnar,1.0,M,M,1,1
95914,obenir,1.0,M,M,0,1
24094,elisbao,1.0,M,M,1,1
54191,lourinaldo,1.0,M,M,1,1
83890,wilamo,1.0,M,M,0,1
95395,flipe,1.0,M,M,1,1
30129,gabrielen,1.0,F,F,0,1
68083,ranele,1.0,F,F,0,1
31629,gerry,1.0,M,M,1,0
77475,teofilio,1.0,M,M,1,1
48306,karolina,0.9958291203235592,F,F,1,1
19048,dinele,1.0,F,F,0,1
51649,leily,1.0,F,F,1,1
995,ademirton,1.0,M,M,1,1
61042,naialy,1.0,F,F,1,1
5666,anapolino,1.0,M,M,1,1
42287,jayson,1.0,M,M,1,1
55714,madaline,1.0,F,F,0,1
3903,aleriano,1.0,M,M,1,1
52674,licidalva,1.0,F,F,1,1
5777,anazion,1.0,M,M,1,1
67189,prislla,1.0,F,F,1,1
10213,cadmiel,1.0,M,M,0,1
11298,celiza,1.0,F,F,0,1
83085,wedja,0.9911126910771418,F,F,1,1
77434,tenisa,1.0,F,F,1,1
39342,ismario,1.0,M,M,1,1
38865,irisnara,1.0,F,F,1,1
39404,isoleta,1.0,F,F,1,1
62093,necilda,1.0,F,F,1,1
38076,inafran,1.0,M,M,1,1
18381,dhomini,1.0,M,F,0,1
21470,edileu,1.0,M,M,1,1
17222,denarci,1.0,M,F,1,1
5927,andreisa,1.0,F,F,1,1
80795,vandete,0.9723287671232876,F,F,1,1
80961,vangeli,1.0,F,F,1,1
57718,marjury,1.0,F,F,1,1
45158,jordaci,1.0,M,M,1,1
81508,verina,1.0,F,F,0,1
51955,leocina,1.0,F,F,1,1
87952,kessili,1.0,F,F,1,1
59759,milko,1.0,M,M,1,1
83257,weliton,0.9946564169869692,M,M,1,1
41581,janeth,1.0,F,F,1,1
16395,deby,1.0,F,M,1,1
23956,elio,0.9967738523376348,M,M,1,1
17505,deonizia,1.0,F,F,1,1
46013,josinea,1.0,F,F,0,1
10155,bruniele,1.0,F,F,0,1
89748,adaelcio,1.0,M,M,1,1
6169,anelia,1.0,F,F,1,1
36133,hicham,1.0,M,M,1,1
72499,rutinei,0.5363636363636364,F,M,1,1
45005,jong,0.7969924812030075,M,M,1,1
18847,dilina,1.0,F,F,1,1
35914,hermo,1.0,M,M,1,1
44729,joiceleide,1.0,F,F,0,1
28809,felipe,0.9910919447752068,M,M,1,1
76698,talisia,1.0,F,F,0,1
51342,leatricia,1.0,F,F,1,1
33885,gleydison,1.0,M,M,1,1
28280,evna,1.0,F,F,1,1
22299,edoardo,1.0,M,M,1,1
54597,lucilvia,1.0,F,F,1,1
66792,perci,0.9251559251559252,M,M,1,1
87621,juciline,1.0,F,F,0,1
92278,voldomiro,1.0,M,M,1,1
79950,valdimaria,1.0,F,F,1,1
38492,iracides,0.7473684210526316,F,F,1,1
74942,sindy,0.981335247666906,F,F,1,1
44369,jodelice,1.0,F,F,0,1
93061,carolinr,1.0,F,F,1,1
48813,keico,1.0,F,M,1,1
88920,lisiomar,1.0,M,M,1,1
17571,derian,0.56,M,M,1,1
94061,aitom,1.0,M,M,1,1
92004,ranilly,1.0,F,F,0,1
58137,martson,1.0,M,M,1,1
13864,cleudomar,1.0,M,M,1,1
37750,ildetina,1.0,F,F,1,1
64627,odenilse,1.0,F,F,1,1
73458,sebastana,1.0,F,F,1,1
49433,keterin,1.0,F,F,1,1
18597,dielia,1.0,F,F,0,1
90479,pascolina,1.0,F,F,0,1
45677,josemil,1.0,M,M,1,1
76806,tamir,0.8502202643171806,M,M,0,1
44486,joelene,1.0,F,F,0,1
3549,aldileide,1.0,F,F,1,1
46458,jozaine,1.0,F,F,0,1
74199,siane,1.0,F,F,1,1
71479,rosianne,1.0,F,F,1,1
86773,jorjete,1.0,F,F,1,1
28231,evileide,1.0,F,F,1,1
74679,silvaneo,1.0,M,M,1,1
42632,jelena,1.0,F,F,1,1
89856,ilsivan,1.0,M,M,1,1
78342,ticiano,1.0,M,M,1,1
24882,elvio,0.9954964615054686,M,M,1,1
24646,eloilton,1.0,M,M,0,1
1882,adrivan,1.0,M,M,1,1
91112,jeiziele,1.0,F,F,1,1
76225,suzette,1.0,F,F,1,1
10033,bred,1.0,M,M,0,1
64598,odelita,1.0,F,F,0,1
87478,sharlei,1.0,M,M,1,1
87842,simonr,1.0,F,M,1,1
71739,rosislene,1.0,F,F,0,1
70347,rodinelio,1.0,M,M,1,1
76817,tamis,0.8947368421052632,F,M,1,1
24219,elisval,1.0,M,M,1,1
60905,nadjila,1.0,F,F,1,1
68364,rauy,1.0,M,M,1,1
59002,melane,1.0,F,F,1,1
27255,eudacio,1.0,M,M,1,1
49861,kimily,1.0,F,F,1,1
90559,lorrena,1.0,F,F,1,1
27689,euseni,1.0,F,F,1,1
36789,hyrum,1.0,M,M,1,1
68396,ravini,1.0,F,F,0,1
79777,valderino,1.0,M,M,1,1
99096,rosolina,1.0,F,F,1,1
58519,maurivam,1.0,M,M,0,1
100091,nacizio,1.0,M,M,0,1
6252,aneto,1.0,M,M,1,1
39253,islandio,1.0,M,M,1,1
18798,dilcimara,1.0,F,F,1,1
41242,jamilly,0.994834094973177,F,F,0,1
95346,benhor,1.0,M,M,1,1
4113,algimar,1.0,M,M,1,1
73060,sandoval,0.9964651500045318,M,M,1,1
33336,gladinei,1.0,M,M,1,1
9928,bogdan,1.0,M,M,1,1
98165,fransoa,1.0,M,M,1,1
29244,floriscena,1.0,F,F,0,1
45918,josikeli,1.0,F,F,1,1
28502,fabianno,1.0,M,M,1,1
97781,neldete,1.0,F,F,1,1
4746,altivir,1.0,M,M,1,1
32697,gilson,0.9971262184212164,M,M,1,1
94223,creonir,0.5,F,M,1,1
10275,caisla,1.0,F,F,1,1
8457,audevan,1.0,M,M,1,1
80575,vamilson,1.0,M,M,1,1
1596,admaldo,1.0,M,M,1,1
26058,eridian,1.0,M,M,1,1
23359,eleuterio,1.0,M,M,1,1
32307,gilcia,1.0,F,F,1,1
41586,janette,1.0,F,F,1,1
71512,rosideia,1.0,F,F,1,1
45775,joseri,1.0,M,F,1,1
100613,estheffani,1.0,F,F,0,1
37975,ilvani,0.812,F,F,1,1
63314,nidinalva,1.0,F,F,1,1
100126,erculino,1.0,M,M,0,1
45401,josalia,1.0,F,F,1,1
17656,dermeson,1.0,M,M,1,1
40578,jacival,1.0,M,M,1,1
3224,alcivio,1.0,M,M,1,1
22086,edmarina,1.0,F,F,0,1
6728,antonilson,1.0,M,M,1,1
34874,harissa,1.0,F,F,1,1
65777,orsina,1.0,F,F,0,1
74727,silveni,1.0,F,F,1,1
35947,herodias,1.0,F,M,1,1
67310,quemile,1.0,F,F,0,1
37331,idiamara,1.0,F,F,1,1
4282,alirton,1.0,M,M,1,1
64518,odalea,1.0,F,F,1,1
25114,emerio,1.0,M,M,0,1
75587,stefny,1.0,F,F,1,1
98785,keyli,1.0,F,F,1,1
40130,ivson,1.0,M,M,1,1
22375,edso,1.0,M,M,1,1
4885,alvido,1.0,M,M,1,1
64622,odenil,0.9543859649122808,M,M,0,1
56649,marciliane,1.0,F,F,1,1
41172,jalva,1.0,F,F,1,1
29381,francelize,1.0,F,F,1,1
25143,emilainy,1.0,F,F,0,1
98899,katyele,1.0,F,F,0,1
84121,willey,1.0,M,M,1,1
48324,karolly,1.0,F,F,1,1
20860,edda,1.0,F,F,1,1
86548,wilhami,1.0,M,M,1,1
96904,jhionatan,1.0,M,M,1,1
78134,theri,1.0,M,M,1,1
43804,joaao,1.0,M,M,1,1
25782,eralmo,1.0,M,M,0,1
42993,jeronias,1.0,M,M,1,1
47825,kacieli,1.0,F,F,0,1
36184,hilara,1.0,F,F,1,1
15030,dafny,1.0,F,F,1,1
27173,eubert,1.0,M,M,0,1
37591,ilamar,0.7,M,M,1,1
29418,franchesca,1.0,F,F,1,1
75721,suad,1.0,F,M,1,1
69314,rhaiana,1.0,F,F,1,1
96334,jasilma,1.0,F,F,0,1
37383,idionete,1.0,F,F,1,1
100773,nauam,1.0,M,M,1,1
57668,marizana,1.0,F,F,1,1
89440,geisile,1.0,F,F,1,1
53518,lismael,1.0,M,M,1,1
30544,geisabel,1.0,F,F,1,1
34619,haeliton,1.0,M,M,1,1
7403,arioberto,1.0,M,M,1,1
49088,kelvia,1.0,F,F,1,1
1281,adib,1.0,M,M,1,1
64267,nubelia,1.0,F,F,0,1
63769,nirse,1.0,F,F,1,1
48701,kayany,1.0,F,F,1,1
74113,shigeru,1.0,M,M,1,1
92262,orileide,1.0,F,F,1,1
24853,elvano,1.0,M,M,1,1
11139,ceica,1.0,F,F,1,1
39804,ivanaria,1.0,F,F,1,1
59368,messia,0.7115384615384616,F,F,1,1
59511,micherlandia,1.0,F,F,1,1
15372,dalmarcia,1.0,F,F,1,1
24549,elma,0.9958847736625516,F,F,1,1
86074,jideilson,1.0,M,M,1,1
24118,eliseth,1.0,F,F,1,1
96415,kalla,1.0,F,F,1,1
78599,tuana,1.0,F,F,1,1
60274,moabes,1.0,M,M,1,1
84437,wlliana,1.0,F,F,1,1
86721,dezita,1.0,F,F,0,1
32557,gillane,1.0,F,F,1,1
59089,melori,1.0,F,F,1,1
41928,jardelane,1.0,F,F,1,1
44120,jocelane,1.0,F,F,1,1
66227,otilia,0.9966943220119264,F,F,1,1
43146,jessen,1.0,M,M,1,1
75068,sirlande,0.7708978328173375,F,F,1,1
50003,kledilson,1.0,M,M,1,1
24181,elisnanda,1.0,F,F,1,1
97726,uilin,1.0,M,M,1,1
90542,mil,1.0,M,M,1,1
93157,elexina,1.0,F,F,0,1
65364,oracilia,1.0,F,F,0,1
8405,auda,1.0,F,F,1,1
15174,dairo,1.0,M,M,1,1
26321,eriveuto,1.0,M,M,1,1
79305,vadineia,1.0,F,F,1,1
44737,joiceneia,1.0,F,F,0,1
29903,frankilane,1.0,F,F,1,1
15593,daneila,1.0,F,F,1,1
66795,percides,1.0,F,M,1,1
62682,nercy,0.8091715976331361,F,F,1,1
5460,anaelly,1.0,F,F,1,1
49315,kerolai,1.0,F,F,1,1
89836,abil,1.0,M,M,1,1
72614,sacramento,1.0,F,M,1,1
63425,nilcelaine,1.0,F,F,1,1
7879,arteme,1.0,M,M,1,1
35387,helivelto,1.0,M,M,1,1
43403,jhenife,1.0,F,F,0,1
54966,luigi,0.9880418535127056,M,M,1,1
93914,quetely,1.0,F,F,1,1
5701,anatalha,1.0,F,F,1,1
82028,vivan,1.0,F,M,1,1
82658,waltecio,1.0,M,M,1,1
18706,digna,1.0,F,F,1,1
59397,meyriele,1.0,F,F,0,1
96513,lurivaldo,1.0,M,M,1,1
69794,risete,1.0,F,F,1,1
23740,eliesi,0.6086956521739131,F,F,0,1
14790,cristimara,1.0,F,F,1,1
78318,tiare,1.0,F,F,1,1
17139,demas,1.0,M,M,1,1
5764,anayla,1.0,F,F,1,1
19564,divanilde,1.0,F,F,1,1
18577,dieinifer,1.0,F,F,0,1
87227,giselhe,1.0,F,F,1,1
6131,anede,1.0,F,F,1,1
98902,carmele,1.0,F,F,0,1
74631,silos,1.0,M,M,1,1
14466,cremilde,1.0,F,F,0,1
47578,jusiel,1.0,M,M,1,1
7086,ardulino,1.0,M,M,1,1
7791,arnilde,1.0,F,F,1,1
92220,anesa,1.0,F,F,1,1
55774,maeli,0.9816543289346636,F,F,0,1
46683,juceli,0.8193630169545238,F,F,0,1
24478,elizonia,1.0,F,F,0,1
78669,txai,1.0,M,M,1,1
93147,agatah,1.0,F,F,1,1
87967,mauricei,1.0,F,M,0,1
7018,arcendina,1.0,F,F,0,1
37837,ilie,1.0,M,F,1,1
289,acilane,1.0,F,F,1,1
82061,vivilene,1.0,F,F,0,1
42037,jarivaldo,1.0,M,M,1,1
24847,elvane,0.5241379310344828,F,F,1,1
81958,viro,1.0,M,M,1,1
81924,virgimar,1.0,F,M,1,1
63215,nichelle,1.0,F,F,0,1
35551,hemanuelle,1.0,F,F,1,1
34756,hallyne,1.0,F,F,0,1
91905,xailane,1.0,F,F,1,1
53079,lindarcy,1.0,F,F,1,1
747,adejanir,0.6444444444444445,M,M,1,1
13014,clebel,1.0,M,M,0,1
61004,nagir,0.6166666666666667,M,M,0,1
73112,sandrimar,0.5,F,F,1,1
79508,valdeanderson,1.0,M,M,1,1
16748,dejario,1.0,M,M,1,1
42341,jeanice,1.0,F,F,1,1
92446,klair,1.0,F,M,0,1
69122,renio,1.0,M,M,0,1
43923,joandre,1.0,M,M,1,1
26794,esival,1.0,M,M,1,1
52883,liete,0.9863387978142076,F,F,1,1
70934,roniscleia,1.0,F,F,1,1
38741,irenilto,1.0,M,M,1,1
73599,seliene,1.0,F,F,0,1
91730,raiky,1.0,M,M,1,1
46320,joveci,0.6451048951048951,M,M,0,1
66969,pierluigi,1.0,M,M,1,1
18770,dilca,1.0,F,F,1,1
37531,igo,0.9922518159806296,M,M,1,1
37892,ilmar,0.8759435510338037,M,M,0,1
49821,kilia,1.0,F,F,1,1
68199,ranusia,1.0,F,F,0,1
67756,rainaldo,1.0,M,M,1,1
28045,evelar,1.0,M,M,0,1
69237,reunaldo,1.0,M,M,1,1
52144,leonilco,1.0,M,M,1,1
15368,dalmacio,1.0,M,M,1,1
62535,nelsomar,1.0,M,M,1,1
35264,helenna,1.0,F,F,1,1
67249,queginaldo,1.0,M,M,1,1
92507,genelda,1.0,F,F,1,1
32443,gilderlandio,1.0,M,M,1,1
43226,jesueli,1.0,F,F,1,1
81200,vasco,1.0,M,M,1,1
15962,darion,1.0,M,M,0,1
64996,olenia,1.0,F,F,1,1
92482,isaldino,1.0,M,M,1,1
50413,lafaiete,0.9707088459285296,M,F,1,1
32371,gildania,1.0,F,F,1,1
8965,avilane,1.0,F,F,1,1
37523,ignacio,1.0,M,M,1,1
95473,joima,1.0,F,F,1,1
3042,alcenita,1.0,F,F,1,1
77022,tarlene,1.0,F,F,0,1
16912,delicia,1.0,F,F,0,1
3300,alde,0.6694214876033058,M,M,1,1
77742,thaisy,1.0,F,F,1,1
96740,lindaelson,1.0,M,M,1,1
27007,esterfeson,1.0,M,M,0,1
32921,giovani,0.9725222961939456,M,M,0,1
87289,elisaide,1.0,F,F,1,1
98066,edinize,1.0,F,F,0,1
53256,lindoval,1.0,M,M,1,1
70481,rognei,1.0,M,M,1,1
71449,rosete,0.9909828674481514,F,F,1,1
95348,wevertor,1.0,M,M,1,1
23470,eliandia,1.0,F,F,1,1
68541,raysse,1.0,F,F,1,1
20881,edegar,1.0,M,M,1,1
68757,regyane,1.0,F,F,1,1
3071,alcicley,1.0,M,M,0,1
8121,astrid,1.0,F,M,1,1
24592,elnice,1.0,F,F,0,1
32906,giosepe,1.0,M,M,1,1
90468,jilberlan,1.0,M,M,0,1
80658,vandelene,1.0,F,F,0,1
14029,cleysla,1.0,F,F,0,1
83995,wilhamar,1.0,M,M,1,1
37868,ilita,1.0,F,F,1,1
30632,geizeane,1.0,F,F,1,1
68850,reiny,0.6376811594202898,F,F,1,1
35957,herondina,1.0,F,F,1,1
80457,valtenisson,1.0,M,M,1,1
95278,baiar,1.0,M,M,0,1
28399,ezeli,1.0,F,F,1,1
97973,fransuilton,1.0,M,M,1,1
95879,daesy,1.0,F,F,1,1
15142,dailton,1.0,M,M,1,1
60077,mirno,1.0,M,M,1,1
59194,mercedis,1.0,F,M,1,1
74106,sheysa,1.0,F,F,1,1
78231,thobias,1.0,M,M,1,1
3934,alessanderson,1.0,M,M,1,1
39530,itaiara,1.0,F,F,1,1
32452,gildervan,1.0,M,M,1,1
40782,jaedison,1.0,M,M,1,1
81921,virgilina,1.0,F,F,1,1
80931,vanerson,1.0,M,M,1,1
39906,ivanilo,1.0,M,M,1,1
16455,deginaldo,1.0,M,M,1,1
34297,greisi,1.0,F,F,0,1
29992,fransua,1.0,M,M,1,1
81898,vinnycius,1.0,M,M,1,1
61924,nayade,1.0,F,F,1,1
9597,beranice,1.0,F,F,1,1
58927,meireluci,1.0,F,F,0,1
37126,idavan,1.0,M,M,1,1
74979,sinha,1.0,F,F,1,1
89154,eshlei,1.0,F,F,0,1
72330,rudner,1.0,M,M,1,1
25820,erbeni,1.0,F,F,0,1
50001,kledia,1.0,F,F,1,1
65727,orneide,0.6527777777777778,F,F,1,1
74344,sidinelson,1.0,M,M,1,1
95372,helii,1.0,M,F,0,1
15547,damile,1.0,F,F,0,1
25714,eogenio,1.0,M,M,1,1
71911,rovilio,1.0,M,M,0,1
16991,delmina,1.0,F,F,0,1
51344,leber,1.0,M,M,0,1
85912,michieli,1.0,F,F,0,1
83939,wilden,1.0,M,M,1,1
85196,zanon,1.0,M,M,1,1
64549,odaria,1.0,F,F,0,1
1769,adreane,1.0,F,F,1,1
95854,atalino,1.0,M,M,1,1
73107,sandriene,1.0,F,F,0,1
94797,zaane,1.0,F,F,1,1
94204,ereca,1.0,F,F,1,1
29527,francikelly,1.0,F,F,1,1
58842,mechel,1.0,M,M,1,1
100705,zuilda,1.0,F,F,1,1
84173,willion,1.0,M,M,0,1
80912,vaneli,1.0,F,F,1,1
7817,arodo,1.0,M,M,1,1
62839,neucides,0.6436781609195402,M,M,1,1
54192,lourinalva,1.0,F,F,0,1
58904,meily,1.0,F,F,1,1
75136,sislei,0.6417910447761194,F,F,1,1
41481,jandrea,1.0,F,F,0,1
100462,dinail,1.0,F,M,1,1
99633,jheverton,1.0,M,M,1,1
87382,laeno,1.0,M,M,1,1
82784,wanderli,0.6500920810313076,M,M,1,1
93730,hido,1.0,M,M,1,1
59137,melyne,1.0,F,F,1,1
44836,joiuma,1.0,F,F,1,1
3508,aldevar,1.0,M,M,1,1
50652,langela,1.0,F,F,1,1
93312,wenisclei,1.0,M,M,0,1
20393,duci,1.0,F,F,1,1
80531,valtinho,1.0,M,M,1,1
25873,ercinio,1.0,M,M,0,1
37841,ilieu,1.0,M,M,0,1
49337,kerolly,1.0,F,F,1,1
66719,pauliran,1.0,M,M,0,1
63284,nicoline,1.0,F,F,0,1
14366,cornelis,1.0,M,F,1,1
70469,rogilene,1.0,F,F,1,1
72725,salem,0.717741935483871,M,M,1,1
87298,neicilene,1.0,F,F,0,1
76487,taigor,1.0,M,M,1,1
7242,ariceia,1.0,F,F,0,1
74801,silvoney,1.0,M,M,1,1
63918,nizan,0.8811881188118812,M,M,1,1
90844,calbir,1.0,M,M,0,1
66867,pery,1.0,M,M,1,1
18365,dhiessica,1.0,F,F,1,1
84409,wivila,1.0,F,F,1,1
24234,elitane,1.0,F,F,1,1
96663,antanael,1.0,M,M,1,1
86570,deusy,1.0,F,F,1,1
91062,axiel,1.0,M,M,1,1
100608,geniy,1.0,F,F,1,0
64137,noraney,1.0,F,F,1,1
2064,afrodizio,1.0,M,M,1,1
74356,sidirlene,1.0,F,F,0,1
24712,eloyze,1.0,F,F,0,1
56970,mariangela,0.997557798762618,F,F,1,1
45090,jonni,1.0,M,M,0,1
90419,alexssadra,1.0,F,F,1,1
72688,saina,1.0,F,F,1,1
35505,helrison,1.0,M,M,1,1
41884,jaquileide,1.0,F,F,0,1
5830,anderluce,1.0,F,F,1,1
21485,edilho,1.0,M,M,1,1
56945,mariah,0.993844696969697,F,F,1,1
87431,madilde,1.0,F,F,1,1
21491,edilina,1.0,F,F,0,1
28540,fabio,0.9956493571669724,M,M,1,1
65885,osenice,1.0,F,F,0,1
52657,liceli,1.0,F,F,0,1
92485,corol,1.0,F,M,1,1
4391,allexandra,1.0,F,F,1,1
19470,disonei,1.0,M,M,1,1
92808,joseniltom,1.0,M,M,1,1
8955,averlan,1.0,M,M,1,1
59059,melkes,1.0,M,M,1,1
40378,izoel,1.0,M,M,0,1
43395,jhemyson,1.0,M,M,1,1
25925,erena,1.0,F,F,1,1
32584,gilmara,0.9938994631527576,F,F,1,1
4397,alli,1.0,M,F,1,1
26574,eroina,1.0,F,F,0,1
54817,ludielen,1.0,F,F,1,1
22358,edroaldo,1.0,M,M,1,1
52512,leyde,1.0,F,F,1,1
70401,rodrygo,1.0,M,M,1,1
1721,adonias,0.9922955974842768,M,M,1,1
99079,jhenif,1.0,F,F,0,1
83011,watfa,1.0,F,F,1,1
96358,cailam,1.0,M,M,1,1
76803,tamina,1.0,F,F,0,1
94637,sailton,1.0,M,M,1,1
55398,luzileide,1.0,F,F,1,1
99162,eldervan,1.0,M,M,0,1
9914,bluna,1.0,F,F,1,1
13670,cleosmar,0.918859649122807,M,M,1,1
26035,ericlene,1.0,F,F,0,1
76524,tailon,0.9837676206749252,M,M,1,1
82051,viviano,1.0,M,M,1,1
62840,neuciene,1.0,F,F,1,1
65935,osita,1.0,F,F,0,1
82153,vornei,1.0,M,M,1,1
73838,servina,1.0,F,F,0,1
63687,nilzonete,1.0,F,F,1,1
100551,jonilva,1.0,F,F,0,1
93276,derceli,0.5168539325842697,M,F,0,1
29978,franscineide,1.0,F,F,1,1
40447,jacelia,1.0,F,F,0,1
36787,hyran,1.0,M,M,1,1
49671,kevyn,0.9720982142857144,M,M,1,1
9850,biomar,1.0,M,M,1,1
47382,juraildes,0.5183673469387755,F,F,1,1
32040,gezieli,1.0,F,F,0,1
41333,janaina,0.996779410997434,F,F,0,1
11348,celvino,1.0,M,M,0,1
53917,lorelay,1.0,F,F,1,1
26266,erisvandro,1.0,M,M,1,1
73453,seane,1.0,F,F,1,1
14850,criviane,1.0,F,F,1,1
91408,kana,0.6578947368421053,F,F,1,1
58224,maryna,1.0,F,F,1,1
91842,kethany,1.0,F,F,1,1
72178,ruberley,1.0,M,M,0,1
99992,rauam,1.0,M,M,1,1
25043,emannuel,1.0,M,M,1,1
1696,adolpho,1.0,M,M,1,1
24971,elzelita,1.0,F,F,0,1
21322,ediemerson,1.0,M,M,1,1
8744,aurinice,1.0,F,F,1,1
17799,deurimar,1.0,M,M,0,1
47494,juscelina,1.0,F,F,0,1
25713,eodete,1.0,F,F,1,1
54479,luciela,1.0,F,F,1,1
30540,geirla,1.0,F,F,1,1
10321,caliandro,1.0,M,M,1,1
99461,reiver,1.0,M,M,0,1
59954,mirco,1.0,M,M,1,1
78533,torquarto,1.0,M,M,1,1
58264,masaru,1.0,M,M,1,1
8202,atamires,1.0,F,F,1,1
76410,tadiana,1.0,F,F,1,1
4063,alfa,0.9652448657187994,F,F,1,1
97656,pyedro,1.0,M,M,1,1
54712,lucione,0.6943620178041543,F,F,0,1
73337,saulina,1.0,F,F,0,1
49538,ketma,1.0,F,F,1,1
37658,ildair,0.6159420289855072,F,M,0,1
93071,patricki,1.0,M,M,0,1
4980,alzeny,1.0,F,F,1,1
100170,valira,1.0,F,F,0,1
20059,dorany,1.0,F,F,1,1
38840,irisberto,1.0,M,M,1,1
65691,ormandina,1.0,F,F,1,1
30182,galiana,1.0,F,F,1,1
100431,asuelio,1.0,M,M,1,1
74932,sindiele,1.0,F,F,1,1
45578,joselandio,1.0,M,M,1,1
72825,salve,1.0,M,M,1,1
79605,valdeli,0.6084880636604775,M,M,1,1
15019,dafile,1.0,F,F,0,1
71801,rosnei,0.9365284974093264,M,M,1,1
5438,anadilton,1.0,M,M,1,1
95215,mirriam,1.0,F,F,0,1
43484,jhonatam,1.0,M,M,1,1
60367,monan,1.0,M,M,1,1
44746,joiciele,1.0,F,F,0,1
37490,iete,1.0,F,F,1,1
86426,joauina,1.0,F,F,0,1
4037,alexsandro,0.9944746554849418,M,M,1,1
53812,loiene,1.0,F,F,0,1
29485,francielida,1.0,F,F,1,1
43253,jete,1.0,M,F,1,1
14626,crislan,0.9247027741083224,M,M,1,1
52099,leoneia,1.0,F,F,1,1
47164,julindo,1.0,M,M,1,1
43423,jhenny,1.0,F,F,1,1
93007,jileusa,1.0,F,F,1,1
68681,regimare,1.0,F,F,0,1
43926,joandson,1.0,M,M,1,1
64513,odaisa,1.0,F,F,1,1
81922,virgilino,1.0,M,M,1,1
52172,leonirio,1.0,M,M,1,1
74513,sildina,1.0,F,F,1,1
62166,neiber,1.0,M,M,0,1
87201,evenim,1.0,F,F,1,1
96598,jilvanilton,1.0,M,M,1,1
49475,kethllyn,1.0,F,F,1,1
99906,eleina,1.0,F,F,0,1
46714,jucenil,1.0,M,M,1,1
74629,silonia,1.0,F,F,1,1
46142,josse,0.6286407766990292,M,M,1,1
54839,ludimira,1.0,F,F,1,1
77327,teciane,1.0,F,F,1,1
23518,eliatan,1.0,M,M,1,1
59156,mendonca,1.0,M,F,1,1
92203,samele,1.0,F,F,0,1
36267,hildes,0.6206896551724138,F,F,1,1
14849,criveraldo,1.0,M,M,1,1
61385,nao,0.5750382848392037,M,M,1,1
31352,gercia,1.0,F,F,1,1
73171,sanmara,1.0,F,F,1,1
28252,evilton,1.0,M,M,1,1
60285,moacyr,1.0,M,M,1,1
42433,jedalia,1.0,F,F,1,1
2597,akaua,1.0,M,M,1,1
37210,idelsuita,1.0,F,F,0,1
7823,aron,1.0,M,M,1,1
55668,macira,1.0,F,F,0,1
73093,sandreza,1.0,F,F,1,1
9962,braes,1.0,M,M,1,1
40281,izara,1.0,F,F,1,1
30634,geizel,1.0,M,M,1,1
